Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Default (0 = No, 1 = Yes)
610;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA. VV.:1@Istituto internazionale di studi liguri:1@Bordighera:1@n.d.:1@110:1;1
611;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA. VV.:1@Istituto internazionale di studi liguri:1@Bordighera:1@n.d.:1@90:1;1
612;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA. VV.:1@Istituto internazionale di studi liguri:1@Bordighera:1@1971:1@420:1;1
613;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA. VV.:1@n.d.:1@n.d.:1@2002:1@130:1;1
614;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA. VV.:1@Marsilio:1@Venezia:1@2006:1@174:1;1
615;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Camilli:1@Ist.Editoriale:1@Pisa:1@2004:1@31:1;1
616;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Festa Franco:1@n.d.:1@Torino:1@1987:1@55:1;1
617;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Festa Franco:1@n.d.:1@Torino:1@1987:1@55:1;1
618;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Festa Franco:1@n.d.:1@Torino:1@1987:1@55:1;1
619;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@Torino:1@n.d.:1@n.d.:1;1
620;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Electa:1@Verona:1@2004:1@303:1;1
621;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Istituto Latino-Americano:1@Roma:1@1971:1@102:1;1
622;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Gaj Giorgio:1@G.A.T.:1@Torino:1@1997:1@4:1;1
623;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Gaj Giorgio:1@G.A.T.:1@Torino:1@1997:1@4:1;1
624;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Gaj G.:1@G.A.T.:1@TORINO:1@1997:1@4:1;1
625;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Gaj G.:1@G.A.T.:1@TORINO:1@1997:1@4:1;1
626;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Falisiedi O.:1@Iveco:1@n.d.:1@n.d.:1@11:1;1
627;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Museo Monte Cetona:1@Siena:1@n.d.:1@10:1;1
628;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Museo Monte Cetona:1@Siena:1@n.d.:1@5:1;1
629;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Falisiedi O.:1@Iveco:1@n.d.:1@n.d.:1@11:1;1
630;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;P. Brown, E. Patlagean, M. Rouche, Y. Thébert:1@Laterza:1@Farigliano (CN):1@1987:1@504:1;1
631;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Földess-Papp Kàroly:1@Jaka Book:1@Milano:1@1985:1@216:1;1
632;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Bongioanni A., Grazzi R.:1@L'angolo Manzoni Editrice:1@Cuneo:1@1994:1@172:1;1
633;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Carboni Mario:1@GAR:1@Roma:1@1983:1@48:1;1
634;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Università degli studi di Torino-Facoltà di Scienze della formazione:1@Torino:1@1997:1@322:1;1
635;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Università degli studi di Torino-Facoltà di Scienze della formazione:1@Torino:1@1998:1@182:1;1
636;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Università degli studi di Torino-Facoltà di Scienze della formazione:1@Torino:1@2001:1@245:1;1
637;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Università degli studi di Torino-Facoltà di Scienze della formazione:1@Torino:1@1998:1@132:1;1
638;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Archivio storico Torino:1@Torino:1@1997:1@n.d.:1;1
639;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.,:1@Galleria del Libro:1@Torino:1@1993:1@n.d.:1;1
640;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@S.P.A.B.A.:1@Casale:1@1969:1@n.d.:1;1
641;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;n.d.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
642;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Corrado Basile e Anna diNatale:1@Quaderni dell’ Associazione istituto internazionale del papiro:1@Siracusa:1@1994:1@n.d.:1;1
643;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@GA Aquaria:1@Soncino:1@1996:1@n.d.:1;1
644;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Capello C.F.:1@n.d.:1@Roma:1@1940:1@17:1;1
645;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;M. Montanari C. Terranova B. Gramaglia A. Settia:1@Comune di Andezeno:1@Mombello (TO):1@1995:1@98:1;1
646;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;M. Montanari C. Terranova B. Gramaglia A. Settia:1@Comune di Andezeno:1@Mombello (TO):1@1997:1@175:1;1
647;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Laterza:1@Torino:1@1986:1@n.d.:1;1
648;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Mosca Edoardo:1@Biblioteca Civica di Bra:1@Bra:1@1961:1@n.d.:1;1
649;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Morra:1@Condove:1@1995:1@n.d.:1;1
650;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
651;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV:1@TLC grafica:1@Torino:1@1992:1@62:1;1
652;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV:1@Centro studi storici Moncalieresi:1@Moncalieri:1@1983:1@97:1;1
653;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Corino Piergiorgio - Gastaldo Piero:1@Melli:1@Borgone:1@1993:1@364:1;1
654;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Capello C.F.:1@Astesano G.:1@Chieri:1@1962:1@348:1;1
655;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Credito italiano:1@n.d.:1@1997:1@468:1;1
656;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Credito italiano:1@n.d.:1@1998:1@474:1;1
657;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@archivio storico della città di Torino:1@Torino:1@2001:1@383:1;1
658;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Credito italiano:1@n.d.:1@1993:1@486:1;1
659;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@GET:1@Chivasso:1@1999:1@123:1;1
660;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Città di Torino Archivio Storico:1@Torino:1@2002:1@453:1;1
661;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Città di Torino Archivio Storico:1@Torino:1@1999:1@331:1;1
662;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Città di Torino Archivio Storico:1@Torino:1@2000:1@683:1;1
663;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Città di Torino Archivio Storico:1@Torino:1@2000:1@74:1;1
664;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Città di Torino Archivio Storico:1@Torino:1@1986:1@381:1;1
665;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Città di Torino Archivio Storico:1@Torino:1@1986:1@379:1;1
666;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Segusium:1@Susa:1@1990:1@240:1;1
667;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Porro Mario:1@Ad Quintum -G.A.:1@Collegno (TO):1@2003:1@230:1;1
668;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@einaudi:1@Torino:1@1997:1@923:1;1
669;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@einaudi:1@Torino:1@1997:1@850:1;1
670;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@einaudi:1@Torino:1@1998:1@732:1;1
671;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Hapax:1@Torino:1@2005:1@176:1;1
672;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Calcagno Daniele:1@n.d.:1@Tortona:1@2002:1@78:1;1
673;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Poletto Maria Sandra:1@Regione Piemonte:1@Torino:1@2004:1@107:1;1
674;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Città di Torino Circ.5:1@Torino:1@2003:1@127:1;1
675;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Città di Torino Circ.5:1@Torino:1@2002:1@54:1;1
676;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Città di Torino Circ.5:1@Torino:1@2004:1@160:1;1
677;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Città di Torino Circ.5:1@Torino:1@2003:1@125:1;1
678;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Archivio storico della Città di Torino:1@Torino:1@2004:1@445:1;1
679;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Archivio Storico della Città di Torino:1@Torino:1@2004:1@303:1;1
680;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@SRSV:1@Susa:1@2013:1@266:1;1
681;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Filip Jan:1@Grandi tascabili economici Newton:1@Milano:1@1995:1@217:1;1
682;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Callegari G. V.:1@Fratelli Drucker:1@Verona:1@1904:1@107:1;1
683;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Lomagno Pierangelo:1@Priuli & Verlucca:1@Ivrea:1@n.d.:1@111:1;1
684;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Lomagno Pierangelo:1@Priuli & Verlucca:1@Ivrea:1@n.d.:1@111:1;1
685;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Bocca Claudia -Centini Massimo:1@Priuli & Verlucca:1@Ivrea:1@n.d.:1@87:1;1
686;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Bocca Claudia -Centini Massimo:1@Priuli & Verlucca:1@Ivrea:1@n.d.:1@87:1;1
687;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;n.d.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
688;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Aldred Cyril:1@Grandi tascabili economici Newton:1@Milano:1@1996:1@173:1;1
689;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Budge Wallis:1@Tascabili economici Newton:1@Genova:1@1996:1@159:1;1
690;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Kitchen K.:1@Economica Laterza:1@Bari:1@1993:1@408:1;1
691;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Avigad Nahman:1@Armando Curcio:1@Milano:1@1986:1@223:1;1
692;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Moscati Sabatino:1@Grandi tascabili economici Newton:1@Milano:1@1997:1@326:1;1
693;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Fagan Brian:1@Grandi tascabili economici Newton:1@Milano:1@1996:1@188:1;1
694;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV:1@Museo Egizio di Torino:1@Torino:1@1997:1@173:1;1
695;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV:1@Museo Egizio di Torino:1@Torino:1@1997:1@173:1;1
696;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV:1@Museo Egizio di Torino:1@Torino:1@1997:1@173:1;1
697;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;S. Donadoni, S. Curto, A. Donadoni Roveri:1@Fabbri Editori:1@Milano:1@1990:1@288:1;1
698;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Beretta G.:1@Editori Riuniti:1@Roma:1@1993:1@298:1;1
699;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;n.d.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
700;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Morandi Alessandro:1@GAR:1@Roma:1@1984:1@40:1;1
701;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Morandi Alessandro:1@GAR:1@Roma:1@1984:1@40:1;1
702;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Morandi Alessandro:1@GAR:1@Roma:1@1985:1@64:1;1
703;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Morandi Alessandro:1@GAR:1@Roma:1@1985:1@58:1;1
704;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Giorgio Batini. Maria Novella Batini Presenti:1@Bonechi:1@Firenze:1@1985:1@n.d.:1;1
705;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@gruppo editoriale fabbri:1@Milano:1@1983:1@n.d.:1;1
706;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Morandi A.:1@Gruppo Archeologico Romano:1@Roma:1@1985:1@n.d.:1;1
707;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Salmon E.T.:1@Einaudi:1@Torino:1@1995:1@462:1;1
708;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;n.d.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
709;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;n.d.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
710;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;n.d.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
